Node	 Temp		 Humi	Itr_Pres	Itr_Temp	IR_Light	Vis_Light	Accel_X	Accel_Y		Voltage					Date
15		25,80		56,76	 1004,0		 25,0		 0032		  0375		 0185	 0165		 2814		Tue Jul 21 09:37:20 BRT 2015
3		25,89		59,26	 1006,0		 25,0		 0105		  0105		 0195	 0159		 2960		Tue Jul 21 09:37:29 BRT 2015
14		26,92		75,30	 1005,0		 26,0		 0105		  0105		 0208	 0132		 2740		Tue Jul 21 09:37:31 BRT 2015
12		25,52		61,15	 1005,0		 25,0		 0089		  0089		 0199	 0130		 2801		Tue Jul 21 09:37:41 BRT 2015
8		25,84		57,95	 1006,0		 26,0		 0115		  1039		 0197	 0150		 2872		Tue Jul 21 09:38:29 BRT 2015
4		24,87		53,49	 1005,0		 24,0		 0195		  0831		 0186	 0188		 2647		Tue Jul 21 09:39:16 BRT 2015
15		25,75		55,43	 1004,0		 25,0		 0032		  0375		 0185	 0165		 2807		Tue Jul 21 09:39:17 BRT 2015
3		25,76		59,36	 1006,0		 25,0		 0049		  0115		 0196	 0157		 2960		Tue Jul 21 09:39:26 BRT 2015
14		26,92		75,50	 1005,0		 26,0		 0049		  0115		 0209	 0131		 2740		Tue Jul 21 09:39:28 BRT 2015
12		25,49		61,48	 1005,0		 25,0		 0097		  0097		 0199	 0129		 2795		Tue Jul 21 09:39:38 BRT 2015
8		25,80		55,10	 1006,0		 26,0		 0061		  0139		 0197	 0150		 2872		Tue Jul 21 09:40:26 BRT 2015
4		24,82		52,75	 1005,0		 24,0		 0195		  0831		 0186	 0187		 2647		Tue Jul 21 09:41:13 BRT 2015
15		25,67		53,94	 1004,0		 25,0		 0032		  0375		 0185	 0165		 2807		Tue Jul 21 09:41:14 BRT 2015
3		25,68		60,80	 1006,0		 25,0		 0061		  0139		 0196	 0159		 2960		Tue Jul 21 09:41:24 BRT 2015
14		26,94		75,59	 1005,0		 26,0		 0061		  0295		 0209	 0131		 2740		Tue Jul 21 09:41:25 BRT 2015
12		25,44		63,46	 1005,0		 25,0		 0049		  0115		 0198	 0129		 2795		Tue Jul 21 09:41:35 BRT 2015
8		25,66		52,71	 1006,0		 26,0		 0065		  0147		 0197	 0150		 2865		Tue Jul 21 09:42:23 BRT 2015
4		24,76		52,30	 1005,0		 24,0		 0203		  0863		 0186	 0188		 2647		Tue Jul 21 09:43:10 BRT 2015
15		25,56		53,01	 1004,0		 25,0		 0032		  0375		 0185	 0164		 2807		Tue Jul 21 09:43:12 BRT 2015
3		25,68		62,16	 1006,0		 25,0		 0279		  2351		 0196	 0163		 2960		Tue Jul 21 09:43:21 BRT 2015
14		26,96		75,72	 1005,0		 26,0		 0065		  0311		 0209	 0131		 2740		Tue Jul 21 09:43:22 BRT 2015
12		25,44		65,50	 1005,0		 25,0		 0263		  2223		 0199	 0130		 2795		Tue Jul 21 09:43:32 BRT 2015
8		25,56		53,74	 1006,0		 25,0		 0069		  0155		 0197	 0153		 2865		Tue Jul 21 09:44:20 BRT 2015
4		24,76		52,68	 1005,0		 24,0		 0203		  0863		 0186	 0187		 2642		Tue Jul 21 09:45:07 BRT 2015
15		25,50		52,44	 1004,0		 25,0		 0034		  0391		 0185	 0165		 2807		Tue Jul 21 09:45:09 BRT 2015
3		25,75		63,82	 1006,0		 25,0		 0311		  2607		 0196	 0163		 2953		Tue Jul 21 09:45:18 BRT 2015
14		27,00		75,67	 1005,0		 26,0		 0065		  0311		 0209	 0131		 2734		Tue Jul 21 09:45:20 BRT 2015
12		25,52		67,33	 1005,0		 25,0		 0263		  2223		 0198	 0132		 2795		Tue Jul 21 09:45:29 BRT 2015
8		25,55		55,75	 1006,0		 25,0		 0423		  1743		 0196	 0153		 2865		Tue Jul 21 09:46:18 BRT 2015
4		24,73		51,29	 1005,0		 24,0		 0203		  0863		 0186	 0187		 2642		Tue Jul 21 09:47:05 BRT 2015
15		25,45		50,75	 1004,0		 25,0		 0036		  0407		 0185	 0165		 2801		Tue Jul 21 09:47:06 BRT 2015
3		25,82		64,99	 1006,0		 25,0		 0311		  2607		 0196	 0162		 2953		Tue Jul 21 09:47:15 BRT 2015
14		27,02		75,67	 1005,0		 26,0		 0065		  0311		 0209	 0132		 2734		Tue Jul 21 09:47:17 BRT 2015
12		25,58		68,72	 1005,0		 25,0		 0263		  2223		 0198	 0132		 2795		Tue Jul 21 09:47:27 BRT 2015
8		25,61		58,01	 1006,0		 26,0		 0423		  1743		 0197	 0154		 2865		Tue Jul 21 09:48:15 BRT 2015
4		24,74		54,00	 1005,0		 24,0		 0263		  1103		 0186	 0186		 2642		Tue Jul 21 09:49:02 BRT 2015
15		25,34		48,50	 1004,0		 25,0		 0089		  0407		 0185	 0165		 2801		Tue Jul 21 09:49:03 BRT 2015
3		25,90		66,00	 1006,0		 25,0		 0671		  2735		 0196	 0162		 2953		Tue Jul 21 09:49:12 BRT 2015
14		27,06		75,74	 1005,0		 26,0		 0219		  0455		 0209	 0131		 2734		Tue Jul 21 09:49:14 BRT 2015
12		25,65		70,47	 1005,0		 25,0		 0279		  2351		 0198	 0132		 2795		Tue Jul 21 09:49:24 BRT 2015
8		25,68		59,63	 1006,0		 26,0		 0991		  1999		 0197	 0154		 2865		Tue Jul 21 09:50:12 BRT 2015
4		24,82		55,24	 1005,0		 24,0		 0279		  1167		 0186	 0186		 2642		Tue Jul 21 09:50:59 BRT 2015
15		25,25		49,00	 1004,0		 25,0		 0101		  0455		 0185	 0165		 2801		Tue Jul 21 09:51:00 BRT 2015
3		25,99		67,53	 1005,0		 25,0		 0671		  2735		 0196	 0156		 2953		Tue Jul 21 09:51:09 BRT 2015
14		27,10		75,71	 1005,0		 26,0		 0115		  0511		 0209	 0133		 2734		Tue Jul 21 09:51:11 BRT 2015
12		25,74		71,67	 1005,0		 25,0		 0279		  2351		 0199	 0132		 2789		Tue Jul 21 09:51:21 BRT 2015
